0	0
0.165342	0.649503
0.330684	1.23221
0.496026	1.70195
0.661368	2.048
0.826711	2.29963
0.992053	2.51884
1.15739	2.78266
1.32274	3.15928
1.48808	3.68417
1.65342	4.3425
1.81876	5.06294
1.98411	5.72541
2.14945	6.18186
2.31479	6.28605
2.48013	5.92591
2.64547	5.05119
2.81082	3.68988
2.97616	1.94932
3.1415	0.00111184
